question,tsne1,tsne2,question_type,question_type_id,kmeans_k6,dbscan_e2_s7
What is the outlook for Bladder stones ?,59.296635,-20.173239,outlook,8,2,32
Do I need to see a doctor for Bladder stones ?,59.29663,-20.173239,contact_medical_professional,2,2,32
How to prevent Bladder stones ?,59.29663,-20.173239,prevention,9,2,32
What is (are) Pinworms ?,46.719963,-33.532856,information,6,5,33
What causes Pinworms ?,46.719963,-33.532856,causes,0,5,33
What are the symptoms of Pinworms ?,46.71996,-33.532852,symptoms,10,5,33
How to diagnose Pinworms ?,46.719963,-33.53286,exams_tests,3,5,33
What are the treatments for Pinworms ?,46.719963,-33.532856,treatment,11,5,33
What is the outlook for Pinworms ?,46.719963,-33.532852,outlook,8,5,33
Do I need to see a doctor for Pinworms ?,46.71996,-33.532852,contact_medical_professional,2,5,33
How to prevent Pinworms ?,46.71996,-33.532852,prevention,9,5,33
Do you have information about Coronary angiography,-1.3804269,-2.005626,information,6,0,0
What is (are) Benign positional vertigo - aftercare ?,29.094137,-72.64185,information,6,5,-1
What is the outlook for Benign positional vertigo - aftercare ?,29.094133,-72.641846,outlook,8,5,-1
Do I need to see a doctor for Benign positional vertigo - aftercare ?,29.094133,-72.64185,contact_medical_professional,2,5,-1
What is (are) Shaken baby syndrome ?,-8.692557,-29.218533,information,6,0,0
What causes Shaken baby syndrome ?,-8.692557,-29.218534,causes,0,0,0
What are the symptoms of Shaken baby syndrome ?,-8.692557,-29.218534,symptoms,10,0,0
Do I need to see a doctor for Shaken baby syndrome ?,-8.692557,-29.218534,contact_medical_professional,2,0,0
How to prevent Shaken baby syndrome ?,-8.692557,-29.218536,prevention,9,0,0
What is (are) Adolescent test or procedure preparation ?,10.48757,-6.1821394,information,6,0,0
What is (are) Low back pain - chronic ?,38.18,-3.6708112,information,6,2,34
What causes Low back pain - chronic ?,38.179996,-3.6708114,causes,0,2,34
What are the symptoms of Low back pain - chronic ?,38.179996,-3.6708112,symptoms,10,2,34
How to diagnose Low back pain - chronic ?,38.18,-3.6708114,exams_tests,3,2,34
What are the treatments for Low back pain - chronic ?,38.18,-3.6708112,treatment,11,2,34
What is the outlook for Low back pain - chronic ?,38.18,-3.6708112,outlook,8,2,34
Do I need to see a doctor for Low back pain - chronic ?,38.180004,-3.6708112,contact_medical_professional,2,2,34
What is (are) Headache - what to ask your doctor ?,6.925845,0.7966388,information,6,0,0
Do you have information about Vitamin B12,52.985477,65.22543,information,6,1,-1
What is the outlook for Endocarditis ?,17.798616,-6.6803555,outlook,8,0,0
Do I need to see a doctor for Endocarditis ?,17.798613,-6.680355,contact_medical_professional,2,0,0
Do you have information about Heartburn - what to ask your doctor,-1.8403225,-1.933963,information,6,0,0
What is (are) Irritable bowel syndrome ?,24.115784,23.48448,information,6,1,35
What causes Irritable bowel syndrome ?,24.115808,23.484493,causes,0,1,35
What are the symptoms of Irritable bowel syndrome ?,24.115797,23.48449,symptoms,10,1,35
How to diagnose Irritable bowel syndrome ?,24.115814,23.484497,exams_tests,3,1,35
What are the treatments for Irritable bowel syndrome ?,24.1158,23.484491,treatment,11,1,35
What is the outlook for Irritable bowel syndrome ?,24.115812,23.484495,outlook,8,1,35
Do I need to see a doctor for Irritable bowel syndrome ?,24.115873,23.484526,contact_medical_professional,2,1,35
What is (are) Developmental dysplasia of the hip ?,57.471714,-26.17586,information,6,2,36
What causes Developmental dysplasia of the hip ?,57.471718,-26.17586,causes,0,2,36
What are the symptoms of Developmental dysplasia of the hip ?,57.47171,-26.175858,symptoms,10,2,36
How to diagnose Developmental dysplasia of the hip ?,57.471714,-26.175861,exams_tests,3,2,36
What are the treatments for Developmental dysplasia of the hip ?,57.47171,-26.175858,treatment,11,2,36
What is the outlook for Developmental dysplasia of the hip ?,57.471714,-26.17586,outlook,8,2,36
What are the complications of Developmental dysplasia of the hip ?,57.47171,-26.175861,complications,1,2,36
Do I need to see a doctor for Developmental dysplasia of the hip ?,57.471718,-26.17586,contact_medical_professional,2,2,36
What is (are) Chronic granulomatous disease ?,39.51646,64.39671,information,6,1,37
What causes Chronic granulomatous disease ?,39.517174,64.39829,causes,0,1,37
What are the symptoms of Chronic granulomatous disease ?,39.5209,64.40116,symptoms,10,1,37
How to diagnose Chronic granulomatous disease ?,39.520966,64.40122,exams_tests,3,1,37
What are the treatments for Chronic granulomatous disease ?,39.52081,64.40103,treatment,11,1,37
What is the outlook for Chronic granulomatous disease ?,39.52098,64.40125,outlook,8,1,37
What are the complications of Chronic granulomatous disease ?,39.52098,64.40125,complications,1,1,37
Do I need to see a doctor for Chronic granulomatous disease ?,39.521496,64.40191,contact_medical_professional,2,1,37
How to prevent Chronic granulomatous disease ?,39.52113,64.40141,prevention,9,1,37
Do you have information about Urine chemistry,45.37418,94.050255,information,6,1,-1
What is (are) Alcohol withdrawal ?,48.670033,22.54348,information,6,2,38
What causes Alcohol withdrawal ?,48.670036,22.543478,causes,0,2,38
What are the symptoms of Alcohol withdrawal ?,48.670033,22.543478,symptoms,10,2,38
How to diagnose Alcohol withdrawal ?,48.670033,22.543482,exams_tests,3,2,38
What are the treatments for Alcohol withdrawal ?,48.670033,22.54348,treatment,11,2,38
What is the outlook for Alcohol withdrawal ?,48.670033,22.54348,outlook,8,2,38
Do I need to see a doctor for Alcohol withdrawal ?,48.670036,22.54348,contact_medical_professional,2,2,38
How to prevent Alcohol withdrawal ?,48.670033,22.54348,prevention,9,2,38
What is (are) Bedwetting ?,8.321696,-12.280948,information,6,0,0
What causes Bedwetting ?,8.321697,-12.280948,causes,0,0,0
What is (are) Caring for muscle spasticity or spasms ?,16.013016,-1.5052762,information,6,0,0
Do I need to see a doctor for Caring for muscle spasticity or spasms ?,16.013016,-1.5052762,contact_medical_professional,2,0,0
What is (are) Leptospirosis ?,69.82465,-38.296955,information,6,2,39
What causes Leptospirosis ?,69.82465,-38.296955,causes,0,2,39
What are the symptoms of Leptospirosis ?,69.82465,-38.29695,symptoms,10,2,39
How to diagnose Leptospirosis ?,69.82465,-38.296955,exams_tests,3,2,39
What are the treatments for Leptospirosis ?,69.82465,-38.296955,treatment,11,2,39
What is the outlook for Leptospirosis ?,69.82465,-38.29695,outlook,8,2,39
What are the complications of Leptospirosis ?,69.82465,-38.296955,complications,1,2,39
Do I need to see a doctor for Leptospirosis ?,69.82465,-38.296955,contact_medical_professional,2,2,39
How to prevent Leptospirosis ?,69.82465,-38.296955,prevention,9,2,39
Do you have information about Pulmonary angiography,91.907585,5.0017715,information,6,2,-1
What is (are) Hallucinations ?,-42.187504,-12.048116,information,6,3,0
What causes Hallucinations ?,-42.1875,-12.048117,causes,0,3,0
Do I need to see a doctor for Hallucinations ?,-42.187496,-12.048116,contact_medical_professional,2,3,0
What is the outlook for Hallucinations ?,-42.187504,-12.048117,outlook,8,3,0
What is (are) Q fever ?,-21.909668,87.90861,information,6,1,40
What causes Q fever ?,-21.909668,87.9086,causes,0,1,40
What are the symptoms of Q fever ?,-21.909668,87.90859,symptoms,10,1,40
How to diagnose Q fever ?,-21.909668,87.90859,exams_tests,3,1,40
What are the treatments for Q fever ?,-21.90967,87.90859,treatment,11,1,40
What is the outlook for Q fever ?,-21.909668,87.9086,outlook,8,1,40
What are the complications of Q fever ?,-21.909668,87.9086,complications,1,1,40
Do I need to see a doctor for Q fever ?,-21.909666,87.90859,contact_medical_professional,2,1,40
How to prevent Q fever ?,-21.909666,87.90859,prevention,9,1,40
What is (are) Cardiac amyloidosis ?,48.8967,-70.32531,information,6,5,41
What causes Cardiac amyloidosis ?,48.8967,-70.32531,causes,0,5,41
What are the symptoms of Cardiac amyloidosis ?,48.8967,-70.32531,symptoms,10,5,41
How to diagnose Cardiac amyloidosis ?,48.896698,-70.3253,exams_tests,3,5,41
What are the treatments for Cardiac amyloidosis ?,48.8967,-70.32531,treatment,11,5,41
What is the outlook for Cardiac amyloidosis ?,48.8967,-70.32531,outlook,8,5,41
What are the complications of Cardiac amyloidosis ?,48.8967,-70.3253,complications,1,5,41
Do I need to see a doctor for Cardiac amyloidosis ?,48.896698,-70.32531,contact_medical_professional,2,5,41
What is (are) Osteosarcoma ?,-77.951546,-47.407608,information,6,3,42
What causes Osteosarcoma ?,-77.95153,-47.40761,causes,0,3,42
What are the symptoms of Osteosarcoma ?,-77.95154,-47.407604,symptoms,10,3,42
How to diagnose Osteosarcoma ?,-77.95154,-47.407608,exams_tests,3,3,42
What are the treatments for Osteosarcoma ?,-77.95154,-47.407604,treatment,11,3,42
What is the outlook for Osteosarcoma ?,-77.95154,-47.407608,outlook,8,3,42
What are the complications of Osteosarcoma ?,-77.95154,-47.407608,complications,1,3,42
Do I need to see a doctor for Osteosarcoma ?,-77.95154,-47.40761,contact_medical_professional,2,3,42
What is (are) Respiratory syncytial virus (RSV) ?,-82.12151,-34.90042,information,6,3,43
What causes Respiratory syncytial virus (RSV) ?,-82.121605,-34.900436,causes,0,3,43
What are the symptoms of Respiratory syncytial virus (RSV) ?,-82.12157,-34.900433,symptoms,10,3,43
How to diagnose Respiratory syncytial virus (RSV) ?,-82.12163,-34.90044,exams_tests,3,3,43
What are the treatments for Respiratory syncytial virus (RSV) ?,-82.12158,-34.900433,treatment,11,3,43
What is the outlook for Respiratory syncytial virus (RSV) ?,-82.12163,-34.900444,outlook,8,3,43
What are the complications of Respiratory syncytial virus (RSV) ?,-82.12168,-34.90045,complications,1,3,43
Do I need to see a doctor for Respiratory syncytial virus (RSV) ?,-82.12182,-34.90047,contact_medical_professional,2,3,43
How to prevent Respiratory syncytial virus (RSV) ?,-82.12169,-34.90045,prevention,9,3,43
What is (are) Collateral ligament (CL) injury - aftercare ?,-13.6481695,11.542154,information,6,0,0
What is the outlook for Collateral ligament (CL) injury - aftercare ?,-13.6481695,11.542154,outlook,8,0,0
Do I need to see a doctor for Collateral ligament (CL) injury - aftercare ?,-13.6481695,11.542154,contact_medical_professional,2,0,0
Do you have information about Smashed fingers,34.4467,98.92172,information,6,1,-1
What is (are) Medial epicondylitis - golfer's elbow ?,15.497665,-62.364758,information,6,5,44
What causes Medial epicondylitis - golfer's elbow ?,15.497665,-62.364754,causes,0,5,44
What are the symptoms of Medial epicondylitis - golfer's elbow ?,15.497665,-62.364754,symptoms,10,5,44
How to diagnose Medial epicondylitis - golfer's elbow ?,15.497665,-62.364754,exams_tests,3,5,44
What are the treatments for Medial epicondylitis - golfer's elbow ?,15.497666,-62.364754,treatment,11,5,44
What is the outlook for Medial epicondylitis - golfer's elbow ?,15.497667,-62.364758,outlook,8,5,44
Do I need to see a doctor for Medial epicondylitis - golfer's elbow ?,15.497667,-62.364754,contact_medical_professional,2,5,44
What is (are) Belching ?,-40.41562,-8.026759,information,6,3,0
What causes Belching ?,-40.415627,-8.026757,causes,0,3,0
Do I need to see a doctor for Belching ?,-40.415627,-8.026756,contact_medical_professional,2,3,0
What is the outlook for Belching ?,-40.415627,-8.026757,outlook,8,3,0
What is (are) Acetone poisoning ?,-19.07996,6.2442713,information,6,0,0
What are the symptoms of Acetone poisoning ?,-19.07996,6.244271,symptoms,10,0,0
What is the outlook for Acetone poisoning ?,-19.079958,6.2442713,outlook,8,0,0
Do you have information about Pencil swallowing,-27.7599,94.05579,information,6,4,-1
What is (are) Scleroderma ?,7.808656,-69.698586,information,6,5,45
What causes Scleroderma ?,7.808656,-69.698586,causes,0,5,45
What are the symptoms of Scleroderma ?,7.808656,-69.698586,symptoms,10,5,45
How to diagnose Scleroderma ?,7.8086567,-69.69859,exams_tests,3,5,45
What are the treatments for Scleroderma ?,7.808656,-69.69859,treatment,11,5,45
What is the outlook for Scleroderma ?,7.808656,-69.698586,outlook,8,5,45
Do I need to see a doctor for Scleroderma ?,7.808656,-69.69859,contact_medical_professional,2,5,45
What is (are) Scurvy ?,5.010309,17.087103,information,6,0,0
What is (are) Williams syndrome ?,-6.796027,1.8993675,information,6,0,0
What causes Williams syndrome ?,-6.797693,1.9005631,causes,0,0,0
What are the symptoms of Williams syndrome ?,-6.7950706,1.8986701,symptoms,10,0,0
How to diagnose Williams syndrome ?,-6.7981186,1.9008672,exams_tests,3,0,0
What are the treatments for Williams syndrome ?,-6.797207,1.9001814,treatment,11,0,0
What is the outlook for Williams syndrome ?,-6.7980027,1.9007844,outlook,8,0,0
What are the complications of Williams syndrome ?,-6.7992587,1.9016309,complications,1,0,0
Do I need to see a doctor for Williams syndrome ?,-6.8020906,1.9036974,contact_medical_professional,2,0,0
How to prevent Williams syndrome ?,-6.7993407,1.9016899,prevention,9,0,0
Do you have information about Leg CT scan,-24.72407,-6.6851516,information,6,0,0
What is (are) Multiple sclerosis ?,20.667627,29.323704,information,6,1,46
What causes Multiple sclerosis ?,20.64644,29.342976,causes,0,1,46
What are the symptoms of Multiple sclerosis ?,20.66341,29.3331,symptoms,10,1,46
How to diagnose Multiple sclerosis ?,20.6464,29.343008,exams_tests,3,1,46
What are the treatments for Multiple sclerosis ?,20.659004,29.329897,treatment,11,1,46
What is the outlook for Multiple sclerosis ?,20.627073,29.366941,outlook,8,1,46
What are the complications of Multiple sclerosis ?,20.667545,29.323723,complications,1,1,46
Do I need to see a doctor for Multiple sclerosis ?,20.879456,29.249302,contact_medical_professional,2,1,46
What is (are) Intellectual disability ?,-1.3064381,-1.9911336,information,6,0,0
What causes Intellectual disability ?,-1.3060207,-1.9910399,causes,0,0,0
What are the symptoms of Intellectual disability ?,-0.41934478,-16.00118,symptoms,10,0,0
How to diagnose Intellectual disability ?,-1.3057507,-1.9910194,exams_tests,3,0,0
What are the treatments for Intellectual disability ?,-1.3062758,-1.9910637,treatment,11,0,0
What is the outlook for Intellectual disability ?,-1.3057951,-1.9910326,outlook,8,0,0
Do I need to see a doctor for Intellectual disability ?,-1.3047762,-1.9903114,contact_medical_professional,2,0,0
How to prevent Intellectual disability ?,-1.3052683,-1.9908547,prevention,9,0,0
What is (are) Waardenburg syndrome ?,7.815251,-51.833103,information,6,5,47
What causes Waardenburg syndrome ?,7.8156915,-51.83335,causes,0,5,47
What are the symptoms of Waardenburg syndrome ?,7.9988647,-51.237907,symptoms,10,5,47
How to diagnose Waardenburg syndrome ?,7.8156023,-51.833424,exams_tests,3,5,47
What are the treatments for Waardenburg syndrome ?,7.8158975,-51.833263,treatment,11,5,47
What is the outlook for Waardenburg syndrome ?,7.815607,-51.833412,outlook,8,5,47
What are the complications of Waardenburg syndrome ?,7.8154416,-51.83356,complications,1,5,47
Do I need to see a doctor for Waardenburg syndrome ?,7.815503,-51.833977,contact_medical_professional,2,5,47
Do you have information about Capillary sample,77.55613,45.236275,information,6,2,1244
What is (are) Pyogenic granuloma ?,26.688099,41.64412,information,6,1,48
What causes Pyogenic granuloma ?,26.688099,41.64412,causes,0,1,48
What are the symptoms of Pyogenic granuloma ?,26.688099,41.644123,symptoms,10,1,48
How to diagnose Pyogenic granuloma ?,26.688099,41.644123,exams_tests,3,1,48
What are the treatments for Pyogenic granuloma ?,26.688099,41.644123,treatment,11,1,48
